Name,City,State
Lakewood School of Therapeutic Massage,Port Huron,MI
Alaska Pacific University,Anchorage,AK
Collins College,Phoenix,AZ
Empire Beauty School-Tucson,Tucson,AZ
Carrington College-Mesa,Mesa,AZ
Arizona Western College,Yuma,AZ
Charles of Italy Beauty College,Lake Havasu City,AZ
Eastern Arizona College,Thatcher,AZ
GateWay Community College,Phoenix,AZ
ITT Technical Institute-Tucson,Tucson,AZ
College of the Redwoods,Eureka,CA
San Diego Mesa College,San Diego,CA
San Joaquin Delta College,Stockton,CA
San Joaquin Valley College-Bakersfield,Bakersfield,CA
Westwood College-Los Angeles,Los Angeles,CA
Charles A Jones Career and Education Center,Sacramento,CA
Georgia Institute of Technology-Main Campus,Atlanta,GA
Gainesville State College,Oakwood,GA
Portfolio Center,Atlanta,GA
Savannah Technical College,Savannah,GA
Savannah State University,Savannah,GA
Spelman College,Atlanta,GA
University of Kansas,Lawrence,KS
Kansas State University,Manhattan,KS
Kansas Wesleyan University,Salina,KS
Labette Community College,Parsons,KS
Northwest Kansas Technical College,Goodland,KS
Pittsburg State University,Pittsburg,KS
Sidneys Hair Dressing College,Hutchinson,KS
Southwestern College,Winfield,KS
Washburn University,Topeka,KS
Bellarmine University,Louisville,KY
Clear Creek Baptist Bible College,Pineville,KY
Henry Ford Community College,Dearborn,MI
Lake Superior State University,Sault Ste Marie,MI
Lansing Community College,Lansing,MI
Lawrence Technological University,Southfield,MI
Macomb Community College,Warren,MI
University of Michigan-Ann Arbor,Ann Arbor,MI
Monroe County Community College,Monroe,MI
Mr Bela's School of Cosmetology Inc,Warren,MI
Granite State College,Concord,NH
Thomas More College of Liberal Arts,Merrimack,NH
Fortis Institute-Wayne,Wayne,NJ
Bergen Community College,Paramus,NJ
Empire Beauty School-Ocean,Ocean,NJ
Felician College,Lodi,NJ
Fairleigh Dickinson University-College at Florham,Madison,NJ
Yeshiva Derech Chaim,Brooklyn,NY
Beaufort County Community College,Washington,NC
Belmont Abbey College,Belmont,NC
Brevard College,Brevard,NC
Brunswick Community College,Bolivia,NC
Catawba College,Salisbury,NC
Catawba Valley Community College,Hickory,NC
Central Carolina Community College,Sanford,NC
Elon University,Elon,NC
Fayetteville Technical Community College,Fayetteville,NC
Forsyth Technical Community College,Winston Salem,NC
Allegheny College,Meadville,PA
Magnolia School,Ambler,PA
Career Training Academy-New Kensington,New Kensington,PA
Butler Beauty Academy,Butler,PA
Cabrini College,Radnor,PA
Calvary Baptist Theological Seminary,Lansdale,PA
Conemaugh Valley Memorial Hospital,Johnstown,PA
Consolidated School of Business-York,York,PA
Duquesne University,Pittsburgh,PA
Austin College,Sherman,TX
Austin Presbyterian Theological Seminary,Austin,TX
Baptist Health System School of Health Professions,San Antonio,TX
Coastal Bend College,Beeville,TX
Charles and Sues School of Hair Design,Bryan,TX
Dallas Theological Seminary,Dallas,TX
University of Dallas,Irving,TX
Gateway Technical College,Kenosha,WI
The Salon Professional Academy-Eau Claire,Eau Claire,WI
Ripon College,Ripon,WI
Wisconsin School of Professional Psychology,Milwaukee,WI
University of Wisconsin-Stout,Menomonie,WI
California State University-San Marcos,San Marcos,CA
Baptist Theological Seminary at Richmond,Henrico,VA
Pinnacle Career Institute-Lawrence,Lawrence,KS
Career Technical College-Monroe,Monroe,LA
Empire Beauty School-Lowell,Lowell,MA
McNally Smith College of Music,Saint Paul,MN
Interactive Learning Systems-Houston,Houston,TX
Star Career Academy–Brick,Brick,NJ
Madera Beauty College,Madera,CA
Empire Beauty School-Bloomfield,Bloomfield,NJ
ITT Technical Institute-Norfolk,Norfolk,VA
Coast Career Institute,Los Angeles,CA
Ohio Center for Broadcasting-Cincinnati,Cincinnati,OH
Tri County Technology Center,Bartlesville,OK
Western Technology Center,Burns Flat,OK
Mid-America Technology Center,Wayne,OK
Northern Tier Career Center,Towanda,PA
Fortis Institute-Cookeville,Cookeville,TN
Michigan Jewish Institute,W Bloomfield,MI
Myotherapy Institute,Lincoln,NE
Strand College of Hair Design,Myrtle Beach,SC
Irene's Myomassology Institute,Southfield,MI
Southeastern College-Jacksonville,Jacksonville,FL
Fortis Institute-Fort Lauderdale,Lauderdale Lakes,FL
University of Phoenix-Cincinnati Campus,West Chester,OH
Texas School of Business-East,Houston,TX
Le Cordon Bleu College of Culinary Arts-Atlanta,Tucker,GA
Westwood College-Chicago Loop,Chicago,IL
University of Phoenix-Columbus Ohio Campus,Columbus,OH
University of Phoenix-Little Rock Campus,Little Rock,AR
DeVry University-Michigan,Southfield,MI
Argosy University-Inland Empire,Ontario,CA
Empire Beauty School-Portsmouth,Portsmouth,NH
Newbridge College-Long Beach,Long Beach,CA
Regency Beauty Institute-Westminster,Westminster,CO
Aveda Institute-Tallahassee,Tallahassee,FL
Carlson College of Massage Therapy,Anamosa,IA
George C Wallace State Community College-Dothan,Dothan,AL
Alabama Southern Community College,Monroeville,AL
Prince Institute-Southeast,Montgomery,AL
Samford University,Birmingham,AL
Selma University,Selma,AL
Musicians Institute,Hollywood,CA
Napa Valley College,Napa,CA
Everest College-San Jose,San Jose,CA
Oceanside College of Beauty,Oceanside,CA
Orange Coast College,Costa Mesa,CA
Pacific Lutheran Theological Seminary,Berkeley,CA
Pacific Union College,Angwin,CA
Pasadena City College,Pasadena,CA
Professional Institute of Beauty,El Monte,CA
Suwannee-Hamilton Technical Center,Live Oak,FL
The University of Tampa,Tampa,FL
Taylor Technical Institute,Perry,FL
Winter Park Tech,Winter Park,FL
Abraham Baldwin Agricultural College,Tifton,GA
Augusta Technical College,Augusta,GA
Augusta State University,Augusta,GA
Beauty College of America,Forest Park,GA
La James International College-Johnston,Johnston,IA
Loras College,Dubuque,IA
Luther College,Decorah,IA
North Iowa Area Community College,Mason City,IA
La James International College-Davenport,Davenport,IA
Iowa School of Beauty-Sioux City,Sioux City,IA
E Q School of Hair Design,Council Bluffs,IA
Upper Iowa University,Fayette,IA
Wartburg College,Waverly,IA
Wartburg Theological Seminary,Dubuque,IA
Butler Community College,El Dorado,KS
Coffeyville Community College,Coffeyville,KS
Colby Community College,Colby,KS
Marinello Schools of Beauty-Manhattan,Manhattan,KS
Emporia State University,Emporia,KS
Fort Hays State University,Hays,KS
Barclay College,Haviland,KS
Salem State University,Salem,MA
Salter College-West Boylston,West Boylston,MA
Westfield State University,Westfield,MA
Andrews University,Berrien Springs,MI
Baker College of Owosso,Owosso,MI
Calvin Theological Seminary,Grand Rapids,MI
College for Creative Studies,Detroit,MI
Detroit Business Institute-Downriver,Riverview,MI
Nebraska Christian College,Papillion,NE
Southeast Community College Area,Lincoln,NE
Nebraska College of Technical Agriculture,Curtis,NE
New England College,Henniker,NH
New Hampshire Institute for Therapeutic Arts,Hudson,NH
University of New Hampshire-Main Campus,Durham,NH
Upstate Medical University,Syracuse,NY
Union Theological Seminary in the City of New York,New York,NY
United Talmudical Seminary,Brooklyn,NY
Mount Angel Seminary,Saint Benedict,OR
Mt Hood Community College,Gresham,OR
Northwest Christian University,Eugene,OR
Roseburg Beauty College,Roseburg,OR
Victory University,Memphis,TN
Tennessee College of Applied Technology-Morristown,Morristown,TN
Lincoln College of Technology-Nashville,Nashville,TN
Nashville State Community College,Nashville,TN
Tennessee College of Applied Technology-Jackson,Jackson,TN
Pellissippi State Community College,Knoxville,TN
Clarksburg Beauty Academy and School of Massage Therapy,Clarksburg,WV
Glenville State College,Glenville,WV
HRDE-Stanley Technical Institute-Clarksburg,Clarksburg,WV
West Virginia Junior College-Charleston,Charleston,WV
West Virginia Junior College-Morgantown,Morgantown,WV
Wood County School of Practical Nursing,Parkersburg,WV
Cardinal Stritch University,Milwaukee,WI
Meridian Technology Center,Stillwater,OK
Waynesville Career Center,Waynesville,MO
Connecticut Institute of Hair Design,Wolcott,CT
ITT Technical Institute-Norwood,Norwood,MA
Southwest Acupuncture College-Santa Fe,Santa Fe,NM
ITT Technical Institute-Knoxville,Knoxville,TN
Polaris Career Center,Middleburg Heights,OH
P&A Scholars Beauty School,Detroit,MI
Sanford-Brown College-Collinsville,Collinsville,IL
School of Professional Horticulture at the New York Botanical Garden,Bronx,NY
Alhambra Beauty College,Alhambra,CA
American Auto Institute,Gardena,CA
Augusta Area Dietetic Internship-University Hospital,Augusta,GA
Empire Beauty School-Dunwoody,Dunwoody,GA
Syracuse City Schools Practical Nursing Program,Syracuse,NY
Sullivan and Cogliano Training Center,Brockton,MA
Birthwise Midwifery School,Bridgton,ME
Argosy University-Dallas,Farmers Branch,TX
ITT Technical Institute-Plymouth Meeting,Plymouth Meeting,PA
Pennsylvania College of Health Sciences,Lancaster,PA
West Virginia Junior College-Bridgeport,Bridgeport,WV
Tohono O'Odham Community College,Sells,AZ
Everest College-Dallas,Dallas,TX
The Salter School-Malden Campus,Malden,MA
DeVry University-Pennsylvania,Fort Washington,PA
Ronny J's Barber Styling,Dallas,TX
Birthingway College of Midwifery,Portland,OR
Blue Water College of Cosmetology Inc,Marysville,MI
Faith Evangelical College & Seminary,Tacoma,WA
Family of Faith College,Shawnee,OK
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL
Center for Natural Wellness School of Massage Therapy,Albany,NY
Ace Computer Training Center,Forest Hills,NY
Miami-Jacobs Career College-Troy,Troy,OH
ATI College-Santa Ana,Santa Ana,CA
Fortis College-Cincinnati,Cincinnati,OH
Fortis Institute-Baltimore,Baltimore,MD
StenoTech Career Institute-Piscataway,Piscataway,NJ
Clary Sage College,Tulsa,OK
Mid-South Community College,West Memphis,AR
Ozarka College,Melbourne,AR
University of Arkansas Community College-Morrilton,Morrilton,AR
Philander Smith College,Little Rock,AR
American Career College-Los Angeles,Los Angeles,CA
Barstow Community College,Barstow,CA
Yuba College,Marysville,CA
Everest College-Colorado Springs,Colorado Springs,CO
Redstone College,Broomfield,CO
Colorado Christian University,Lakewood,CO
Concorde Career College-Aurora,Aurora,CO
The Art Institute of Colorado,Denver,CO
Iliff School of Theology,Denver,CO
Colorado Mesa University,Grand Junction,CO
University of Northern Colorado,Greeley,CO
Cannella School of Hair Design-Chicago,Chicago,IL
University of Chicago,Chicago,IL
City Colleges of Chicago-Wilbur Wright College,Chicago,IL
Le Cordon Bleu College of Culinary Arts-Chicago,Chicago,IL
Coyne College,Chicago,IL
Eureka College,Eureka,IL
Fox College,Bedford Park,IL
Governors State University,University Park,IL
Graham Hospital School of Nursing,Canton,IL
Greenville College,Greenville,IL
Highland Community College,Freeport,IL
Olney Central College,Olney,IL
American School of Business,Shreveport,LA
Baton Rouge General Medical Center-School of Nursing,Baton Rouge,LA
Cameron College,New Orleans,LA
Acadiana Technical College-Lafayette Campus,Lafayette,LA
University of Louisiana at Monroe,Monroe,LA
Notre Dame Seminary Graduate School of Theology,New Orleans,LA
Port Huron Cosmetology College,Waterford,MI
Wayne State University,Detroit,MI
Northwest Technical College,Bemidji,MN
Bethel Seminary-St Paul,Saint Paul,MN
Dakota County Technical College,Rosemount,MN
New Jersey City University,Jersey City,NJ
Kean University,Union,NJ
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ
Empire Beauty School-Jersey City,Jersey City,NJ
Omega Institute,Pennsauken,NJ
Parisian Beauty School,Hackensack,NJ
Passaic County Community College,Paterson,NJ
Ramapo College of New Jersey,Mahwah,NJ
Rider University,Lawrenceville,NJ
Salem Community College,Carneys Point,NJ
Seton Hall University,South Orange,NJ
The College of New Jersey,Ewing,NJ
Methodist University,Fayetteville,NC
Mount Olive College,Mount Olive,NC
Nash Community College,Rocky Mount,NC
North Carolina A & T State University,Greensboro,NC
University of North Carolina at Chapel Hill,Chapel Hill,NC
University of North Carolina School of the Arts,Winston-Salem,NC
Vance-Granville Community College,Henderson,NC
Wake Technical Community College,Raleigh,NC
Empire Beauty School-Gwinnett,Lawrenceville,GA
Empire Beauty School-Wyoming Valley,Moosic,PA
Empire Beauty School-Warminster,Warminster,PA
Geneva College,Beaver Falls,PA
Gettysburg College,Gettysburg,PA
Grove City College,Grove City,PA
Lansdale School of Business,North Wales,PA
Frank Phillips College,Borger,TX
Houston Community College,Houston,TX
KD College Conservatory of Film and Dramatic Arts,Dallas,TX
Lamar University,Beaumont,TX
Lincoln College of Technology-Grand Prairie,Grand Prairie,TX
McLennan Community College,Waco,TX
Mims Classic Beauty College,San Antonio,TX
Navarro College,Corsicana,TX
Central Wyoming College,Riverton,WY
Wyotech-Laramie,Laramie,WY
Massachusetts School of Law,Andover,MA
ITT Technical Institute-Albuquerque,Albuquerque,NM
D G Erwin Technical Center,Tampa,FL
Bryant & Stratton College-Eastlake,Eastlake,OH
Heald College-Stockton,Stockton,CA
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM
Vatterott College-Springfield,Springfield,MO
Vatterott College-Kansas City,Kansas City,MO
University System of Maryland-Research Centers,Adelphi,MD
Baker College of Cadillac,Cadillac,MI
Carsten Institute of Cosmetology,Tempe,AZ
Everest University-Melbourne,Melbourne,FL
Centura College-Chesapeake,Chesapeake,VA
University of Phoenix-Hawaii Campus,Honolulu,HI
Northeast Technology Center-Afton,Afton,OK
University of Phoenix-West Florida Campus,Temple Terrace,FL
University of Phoenix-Oklahoma City Campus,Oklahoma City,OK
Louisiana State University Health Sciences Center-Shreveport,Shreveport,LA
Central Career Institute LLC,South Plainfield,NJ
Pryor Beauty College,Pryor,OK
Mr Leon's School of Hair Design-Lewiston,Lewiston,ID
River Parishes Community College,Sorrento,LA
University of Connecticut-Tri-Campus,Waterbury,CT
University of Connecticut-Stamford,Stamford,CT
Baton Rouge Community College,Baton Rouge,LA
DeVry University's Keller Graduate School of Management-Pennsylvania,Fort Washington,PA
Everest College-Tacoma,Tacoma,WA
Brookline College-Albuquerque,Albuquerque,NM
Daymar Institute-Murfreesboro,Murfreesboro,TN
Empire Beauty School-Owings Mills,Owings Mills,MD
Auguste Escoffier School of Culinary Arts-Austin,Austin,TX
Dade Medical College-Miami,Miami,FL
Expertise Cosmetology Institute,Las Vegas,NV
Jones International University,Centennial,CO
Corinth Academy of Cosmetology,Corinth,MS
Gentle Healing School of Massage,Cranbury,NJ
Elite College of Cosmetology,Lexington,TN
Victoria's Academy of Cosmetology,Kennewick,WA
American Indian College of the Assemblies of God Inc,Phoenix,AZ
Brown Mackie College-Tucson,Tucson,AZ
Shasta School of Cosmetology,Redding,CA
Riverside City College,Riverside,CA
Sacramento City College,Sacramento,CA
Saddleback College,Mission Viejo,CA
San Diego City College,San Diego,CA
San Francisco Theological Seminary,San Anselmo,CA
University of San Francisco,San Francisco,CA
San Jose-Evergreen Community College District,San Jose,CA
San Jose City College,San Jose,CA
San Mateo County Community College District Office,San Mateo,CA
Shasta Bible College and Graduate School,Redding,CA
Sierra College,Rocklin,CA
Sierra College of Beauty,Merced,CA
Trinity Law School,Santa Ana,CA
College of the Siskiyous,Weed,CA
